subject,filename,yaw,pitch,l_h_ratio,l_v_ratio,r_h_ratio,r_v_ratio,label
0045,0045_2m_-30P_-10V_15H.jpg,-176.900,42.088,0.499,0.503,0.500,0.497,0
0045,0045_2m_-30P_-10V_5H.jpg,-175.824,41.549,0.500,0.502,0.499,0.498,1
0045,0045_2m_-30P_0V_-10H.jpg,-176.849,42.732,0.499,0.500,0.499,0.498,1
0045,0045_2m_-30P_0V_-15H.jpg,-176.905,41.647,0.498,0.501,0.499,0.498,0
0045,0045_2m_-30P_0V_-5H.jpg,-177.139,40.428,0.500,0.500,0.499,0.498,1
0045,0045_2m_-30P_0V_0H.jpg,-176.467,42.361,0.499,0.500,0.498,0.498,1
0045,0045_2m_-30P_0V_10H.jpg,-176.367,41.596,0.498,0.503,0.501,0.498,1
0045,0045_2m_-30P_0V_15H.jpg,-176.643,41.056,0.499,0.502,0.501,0.498,0
0045,0045_2m_-30P_0V_5H.jpg,-176.552,41.236,0.500,0.500,0.499,0.498,1
0045,0045_2m_-30P_10V_-10H.jpg,-177.192,41.431,0.498,0.500,0.499,0.497,1
0045,0045_2m_-30P_10V_-15H.jpg,-176.720,41.678,0.497,0.500,0.499,0.498,0
0045,0045_2m_-30P_10V_-5H.jpg,-177.462,41.709,0.498,0.499,0.499,0.499,1
0045,0045_2m_-30P_10V_0H.jpg,-177.338,41.516,0.499,0.500,0.499,0.499,1
0045,0045_2m_-30P_10V_10H.jpg,-176.853,41.414,0.499,0.500,0.501,0.497,1
0045,0045_2m_-30P_10V_15H.jpg,-177.116,41.285,0.499,0.500,0.501,0.497,0
0045,0045_2m_-30P_10V_5H.jpg,-177.255,41.539,0.500,0.500,0.499,0.498,1
0045,0045_2m_0P_-10V_-10H.jpg,-178.854,16.834,0.500,0.500,0.500,0.497,1
0045,0045_2m_0P_-10V_-15H.jpg,-179.205,10.094,0.500,0.500,0.499,0.498,0
0045,0045_2m_0P_-10V_-5H.jpg,-178.815,16.600,0.500,0.499,0.500,0.497,1
0045,0045_2m_0P_-10V_0H.jpg,-178.355,18.503,0.500,0.498,0.500,0.498,1
0045,0045_2m_0P_-10V_10H.jpg,-178.597,13.518,0.500,0.499,0.500,0.498,1
0045,0045_2m_0P_-10V_15H.jpg,-178.760,9.457,0.500,0.500,0.500,0.497,0
0045,0045_2m_0P_-10V_5H.jpg,-178.785,15.759,0.500,0.499,0.500,0.498,1
0045,0045_2m_0P_0V_-10H.jpg,-178.235,21.690,0.499,0.500,0.500,0.497,1
0045,0045_2m_0P_0V_-15H.jpg,-178.572,18.896,0.499,0.500,0.500,0.497,0
0045,0045_2m_0P_0V_-5H.jpg,-179.311,17.217,0.499,0.499,0.501,0.497,1
0045,0045_2m_0P_0V_0H.jpg,-178.190,18.043,0.499,0.499,0.501,0.497,1
0045,0045_2m_0P_0V_10H.jpg,179.486,-0.977,0.501,0.498,0.501,0.498,1
0045,0045_2m_0P_0V_15H.jpg,178.464,-14.662,0.500,0.497,0.502,0.498,0
0045,0045_2m_0P_0V_5H.jpg,-179.556,14.424,0.500,0.499,0.501,0.498,1
0045,0045_2m_0P_10V_-10H.jpg,-178.830,19.099,0.500,0.499,0.500,0.497,1
0045,0045_2m_0P_10V_-15H.jpg,-179.068,18.721,0.499,0.500,0.500,0.497,0
0045,0045_2m_0P_10V_-5H.jpg,-179.225,17.591,0.499,0.499,0.500,0.497,1
0045,0045_2m_0P_10V_0H.jpg,-179.560,14.922,0.500,0.499,0.501,0.497,1
0045,0045_2m_0P_10V_10H.jpg,-179.506,18.708,0.499,0.499,0.501,0.497,1
0045,0045_2m_0P_10V_15H.jpg,-179.497,15.991,0.500,0.498,0.500,0.497,0
0045,0045_2m_0P_10V_5H.jpg,-179.214,18.896,0.500,0.498,0.501,0.497,1
0045,0045_2m_15P_-10V_-10H.jpg,-179.342,-28.929,0.501,0.500,0.502,0.501,1
0045,0045_2m_15P_-10V_-15H.jpg,-178.861,-29.126,0.500,0.499,0.501,0.501,0
0045,0045_2m_15P_-10V_-5H.jpg,-179.030,-28.788,0.501,0.500,0.503,0.501,1
0045,0045_2m_15P_-10V_0H.jpg,-179.348,-28.902,0.501,0.500,0.503,0.499,1
0045,0045_2m_15P_-10V_10H.jpg,-179.402,-28.693,0.503,0.498,0.502,0.498,1
0045,0045_2m_15P_-10V_15H.jpg,-178.905,-30.176,0.503,0.498,0.502,0.499,0
0045,0045_2m_15P_-10V_5H.jpg,-179.441,-28.547,0.502,0.499,0.503,0.498,1
0045,0045_2m_15P_0V_-10H.jpg,-179.128,-30.103,0.500,0.499,0.501,0.500,1
0045,0045_2m_15P_0V_-15H.jpg,-179.369,-28.907,0.500,0.498,0.501,0.500,0
0045,0045_2m_15P_0V_-5H.jpg,-178.826,-29.248,0.501,0.500,0.504,0.500,1
0045,0045_2m_15P_0V_0H.jpg,-179.612,-30.721,0.501,0.500,0.502,0.498,1
0045,0045_2m_15P_0V_10H.jpg,-179.407,-28.945,0.502,0.499,0.503,0.498,1
0045,0045_2m_15P_0V_15H.jpg,-179.447,-29.075,0.502,0.496,0.503,0.499,0
0045,0045_2m_15P_0V_5H.jpg,-179.286,-29.665,0.502,0.499,0.503,0.498,1
0045,0045_2m_15P_10V_-10H.jpg,-179.089,-29.788,0.500,0.498,0.501,0.500,1
0045,0045_2m_15P_10V_-15H.jpg,-179.238,-30.966,0.500,0.499,0.502,0.500,0
0045,0045_2m_15P_10V_-5H.jpg,-179.043,-30.770,0.501,0.499,0.503,0.500,1
0045,0045_2m_15P_10V_0H.jpg,-179.884,-30.357,0.501,0.499,0.503,0.499,1
0045,0045_2m_15P_10V_10H.jpg,179.911,-31.096,0.502,0.498,0.502,0.498,1
0045,0045_2m_15P_10V_15H.jpg,179.603,-31.225,0.503,0.497,0.503,0.498,0
0045,0045_2m_15P_10V_5H.jpg,-179.876,-31.220,0.502,0.498,0.503,0.498,1
0045,0045_2m_30P_-10V_-10H.jpg,-179.159,-37.388,0.501,0.502,0.501,0.501,1
0045,0045_2m_30P_-10V_-15H.jpg,-179.358,-37.057,0.501,0.499,0.501,0.501,0
0045,0045_2m_30P_-10V_-5H.jpg,-178.772,-36.598,0.501,0.502,0.501,0.501,1
0045,0045_2m_30P_-10V_0H.jpg,-178.824,-35.952,0.502,0.501,0.502,0.502,1
0045,0045_2m_30P_-10V_10H.jpg,-178.996,-35.428,0.504,0.499,0.503,0.500,1
0045,0045_2m_30P_-10V_15H.jpg,-179.250,-36.595,0.503,0.497,0.504,0.498,0
0045,0045_2m_30P_-10V_5H.jpg,-178.763,-35.225,0.503,0.500,0.503,0.500,1
0045,0045_2m_30P_0V_-10H.jpg,-179.226,-37.275,0.501,0.500,0.501,0.502,1
0045,0045_2m_30P_0V_-15H.jpg,-179.215,-37.924,0.500,0.499,0.500,0.500,0
0045,0045_2m_30P_0V_-5H.jpg,-179.097,-37.844,0.501,0.502,0.501,0.501,1
0045,0045_2m_30P_0V_0H.jpg,-179.421,-38.681,0.501,0.500,0.502,0.502,1
0045,0045_2m_30P_0V_10H.jpg,-179.212,-38.506,0.504,0.499,0.503,0.500,1
0045,0045_2m_30P_0V_15H.jpg,-179.250,-37.840,0.504,0.498,0.504,0.498,0
0045,0045_2m_30P_0V_5H.jpg,-178.838,-38.519,0.503,0.500,0.503,0.501,1
0045,0045_2m_30P_10V_-10H.jpg,-179.493,-38.412,0.500,0.499,0.501,0.500,1
0045,0045_2m_30P_10V_-15H.jpg,-178.541,-37.643,0.501,0.498,0.500,0.500,0
0045,0045_2m_30P_10V_-5H.jpg,-178.570,-38.494,0.501,0.501,0.501,0.500,1
0045,0045_2m_30P_10V_0H.jpg,-179.373,-39.118,0.501,0.500,0.503,0.501,1
0045,0045_2m_30P_10V_10H.jpg,-179.138,-37.970,0.502,0.500,0.504,0.499,1
0045,0045_2m_30P_10V_15H.jpg,-178.877,-38.995,0.504,0.498,0.504,0.498,0
0045,0045_2m_30P_10V_5H.jpg,-179.954,-38.980,0.502,0.500,0.503,0.502,1
0046,0046_2m_-15P_-10V_-10H.jpg,-3.041,25.022,0.498,0.500,0.497,0.497,1
0046,0046_2m_-15P_-10V_-15H.jpg,-3.220,26.421,0.499,0.500,0.496,0.496,0
0046,0046_2m_-15P_-10V_-5H.jpg,-2.514,25.729,0.499,0.500,0.498,0.497,1
0046,0046_2m_-15P_-10V_0H.jpg,-2.874,24.544,0.498,0.501,0.499,0.498,1
0046,0046_2m_-15P_-10V_10H.jpg,-1.483,24.519,0.499,0.500,0.500,0.499,1
0046,0046_2m_-15P_-10V_15H.jpg,-1.364,23.636,0.499,0.500,0.500,0.500,0
0046,0046_2m_-15P_-10V_5H.jpg,-1.928,22.975,0.498,0.501,0.499,0.499,1
0046,0046_2m_-15P_0V_-10H.jpg,-3.480,25.192,0.499,0.500,0.497,0.497,1
0046,0046_2m_-15P_0V_-15H.jpg,-3.692,26.287,0.499,0.499,0.496,0.496,0
0046,0046_2m_-15P_0V_-5H.jpg,-2.147,25.497,0.499,0.500,0.498,0.499,1
0046,0046_2m_-15P_0V_0H.jpg,-1.460,25.289,0.498,0.501,0.498,0.499,1
0046,0046_2m_-15P_0V_10H.jpg,-2.503,23.366,0.499,0.501,0.499,0.499,1
0046,0046_2m_-15P_0V_15H.jpg,-2.071,22.239,0.500,0.499,0.500,0.500,0
0046,0046_2m_-15P_0V_5H.jpg,-2.991,25.151,0.500,0.501,0.499,0.499,1
0046,0046_2m_-15P_10V_-10H.jpg,-3.254,26.377,0.499,0.499,0.497,0.498,1
0046,0046_2m_-15P_10V_-15H.jpg,-3.262,26.453,0.500,0.499,0.495,0.496,0
0046,0046_2m_-15P_10V_-5H.jpg,-2.553,28.397,0.499,0.500,0.497,0.499,1
0046,0046_2m_-15P_10V_0H.jpg,-1.256,27.283,0.499,0.500,0.499,0.499,1
0046,0046_2m_-15P_10V_10H.jpg,-2.168,25.298,0.500,0.500,0.498,0.500,1
0046,0046_2m_-15P_10V_15H.jpg,-1.500,26.722,0.500,0.501,0.500,0.499,0
0046,0046_2m_-15P_10V_5H.jpg,-2.581,25.746,0.500,0.500,0.500,0.500,1
0046,0046_2m_-30P_-10V_-10H.jpg,-1.987,32.140,0.498,0.501,0.499,0.498,1
0046,0046_2m_-30P_-10V_-15H.jpg,-1.614,31.819,0.497,0.502,0.496,0.496,0
0046,0046_2m_-30P_-10V_-5H.jpg,-2.090,32.167,0.499,0.502,0.498,0.499,1
0046,0046_2m_-30P_-10V_0H.jpg,-1.634,30.567,0.498,0.502,0.498,0.499,1
0046,0046_2m_-30P_-10V_10H.jpg,-0.765,28.804,0.499,0.501,0.499,0.499,1
0046,0046_2m_-30P_-10V_15H.jpg,-1.475,27.113,0.498,0.500,0.499,0.500,0
0046,0046_2m_-30P_-10V_5H.jpg,-0.958,30.588,0.497,0.502,0.499,0.499,1
0046,0046_2m_-30P_0V_-10H.jpg,-3.118,30.090,0.497,0.501,0.498,0.498,1
0046,0046_2m_-30P_0V_-15H.jpg,-2.567,28.833,0.497,0.501,0.497,0.498,0
0046,0046_2m_-30P_0V_-5H.jpg,-2.078,29.794,0.498,0.501,0.498,0.499,1
0046,0046_2m_-30P_0V_0H.jpg,-1.422,30.512,0.498,0.501,0.499,0.499,1
0046,0046_2m_-30P_0V_10H.jpg,-1.261,29.507,0.497,0.502,0.498,0.499,1
0046,0046_2m_-30P_0V_15H.jpg,-1.149,28.859,0.498,0.501,0.499,0.499,0
0046,0046_2m_-30P_0V_5H.jpg,-1.361,30.428,0.499,0.501,0.500,0.499,1
0046,0046_2m_-30P_10V_-10H.jpg,-2.272,30.145,0.497,0.500,0.496,0.497,1
0046,0046_2m_-30P_10V_-15H.jpg,-2.003,29.481,0.497,0.500,0.497,0.497,0
0046,0046_2m_-30P_10V_-5H.jpg,-1.618,30.444,0.497,0.501,0.498,0.499,1
0046,0046_2m_-30P_10V_0H.jpg,-1.290,31.825,0.498,0.502,0.498,0.499,1
0046,0046_2m_-30P_10V_10H.jpg,-1.486,28.992,0.498,0.501,0.500,0.500,1
0046,0046_2m_-30P_10V_15H.jpg,-1.512,27.689,0.498,0.501,0.499,0.500,0
0046,0046_2m_-30P_10V_5H.jpg,-1.247,28.182,0.497,0.502,0.500,0.499,1
0046,0046_2m_0P_-10V_-10H.jpg,-6.037,11.716,0.500,0.501,0.499,0.498,1
0046,0046_2m_0P_-10V_-15H.jpg,-6.555,10.842,0.501,0.500,0.499,0.498,0
0046,0046_2m_0P_-10V_-5H.jpg,-5.690,9.598,0.501,0.500,0.499,0.498,1
0046,0046_2m_0P_-10V_0H.jpg,-5.472,12.431,0.502,0.500,0.499,0.499,1
0046,0046_2m_0P_-10V_10H.jpg,-3.840,6.755,0.502,0.500,0.500,0.498,1
0046,0046_2m_0P_-10V_15H.jpg,-3.230,7.382,0.502,0.499,0.500,0.499,0
0046,0046_2m_0P_-10V_5H.jpg,-4.936,8.996,0.501,0.500,0.500,0.498,1
0046,0046_2m_0P_0V_-10H.jpg,-5.391,7.891,0.500,0.500,0.498,0.497,1
0046,0046_2m_0P_0V_-15H.jpg,-6.098,8.674,0.500,0.500,0.497,0.496,0
0046,0046_2m_0P_0V_-5H.jpg,-4.844,8.249,0.502,0.500,0.499,0.498,1
0046,0046_2m_0P_0V_0H.jpg,-2.159,10.167,0.502,0.499,0.499,0.498,1
0046,0046_2m_0P_0V_10H.jpg,-3.374,5.589,0.502,0.500,0.500,0.499,1
0046,0046_2m_0P_0V_15H.jpg,-3.683,2.304,0.501,0.498,0.501,0.500,0
0046,0046_2m_0P_0V_5H.jpg,-3.899,10.264,0.502,0.499,0.498,0.496,1
0046,0046_2m_0P_10V_-10H.jpg,-4.391,5.620,0.502,0.500,0.499,0.498,1
0046,0046_2m_0P_10V_-15H.jpg,-4.643,6.676,0.501,0.500,0.498,0.496,0
0046,0046_2m_0P_10V_-5H.jpg,-3.788,7.732,0.501,0.500,0.499,0.498,1
0046,0046_2m_0P_10V_0H.jpg,-2.954,0.301,0.502,0.500,0.499,0.497,1
0046,0046_2m_0P_10V_10H.jpg,-2.818,7.609,0.502,0.499,0.501,0.499,1
0046,0046_2m_0P_10V_15H.jpg,-3.034,4.608,0.503,0.497,0.500,0.499,0
0046,0046_2m_0P_10V_5H.jpg,-2.977,7.153,0.501,0.500,0.500,0.498,1
0046,0046_2m_15P_-10V_-10H.jpg,-2.284,-19.660,0.503,0.500,0.501,0.500,1
0046,0046_2m_15P_-10V_-15H.jpg,-2.512,-19.221,0.502,0.501,0.500,0.500,0
0046,0046_2m_15P_-10V_-5H.jpg,-2.026,-18.463,0.504,0.500,0.501,0.500,1
0046,0046_2m_15P_-10V_0H.jpg,-2.553,-18.771,0.504,0.499,0.501,0.499,1
0046,0046_2m_15P_-10V_10H.jpg,-1.840,-18.898,0.504,0.498,0.501,0.500,1
0046,0046_2m_15P_-10V_15H.jpg,-1.584,-17.581,0.505,0.498,0.501,0.501,0
0046,0046_2m_15P_-10V_5H.jpg,-2.242,-16.840,0.504,0.498,0.501,0.500,1
0046,0046_2m_15P_0V_-10H.jpg,-5.490,-21.470,0.502,0.500,0.500,0.499,1
0046,0046_2m_15P_0V_-15H.jpg,-4.813,-19.372,0.503,0.501,0.500,0.499,0
0046,0046_2m_15P_0V_-5H.jpg,-4.952,-14.746,0.504,0.499,0.501,0.499,1
0046,0046_2m_15P_0V_0H.jpg,-3.885,-17.230,0.503,0.497,0.501,0.498,1
0046,0046_2m_15P_0V_10H.jpg,-3.744,-16.026,0.504,0.497,0.501,0.500,1
0046,0046_2m_15P_0V_15H.jpg,-3.263,-16.003,0.504,0.497,0.500,0.499,0
0046,0046_2m_15P_0V_5H.jpg,-3.725,-18.879,0.504,0.498,0.501,0.499,1
0046,0046_2m_15P_10V_-10H.jpg,-3.719,-20.080,0.503,0.499,0.501,0.499,1
0046,0046_2m_15P_10V_-15H.jpg,-4.550,-20.326,0.503,0.500,0.500,0.499,0
0046,0046_2m_15P_10V_-5H.jpg,-3.810,-19.248,0.503,0.499,0.501,0.499,1
0046,0046_2m_15P_10V_0H.jpg,-3.845,-20.177,0.504,0.497,0.501,0.498,1
0046,0046_2m_15P_10V_10H.jpg,-3.232,-20.493,0.502,0.497,0.501,0.499,1
0046,0046_2m_15P_10V_15H.jpg,-2.978,-18.468,0.504,0.496,0.501,0.499,0
0046,0046_2m_15P_10V_5H.jpg,-3.685,-19.522,0.502,0.497,0.501,0.498,1
0046,0046_2m_30P_-10V_-10H.jpg,-5.429,-29.656,0.504,0.500,0.502,0.501,1
0046,0046_2m_30P_-10V_-15H.jpg,-5.743,-29.441,0.503,0.501,0.500,0.501,0
0046,0046_2m_30P_-10V_-5H.jpg,-5.165,-30.063,0.503,0.501,0.502,0.501,1
0046,0046_2m_30P_-10V_0H.jpg,-4.672,-29.784,0.505,0.500,0.502,0.501,1
0046,0046_2m_30P_-10V_10H.jpg,-4.028,-29.712,0.505,0.498,0.503,0.500,1
0046,0046_2m_30P_-10V_15H.jpg,-3.496,-29.739,0.507,0.497,0.503,0.501,0
0046,0046_2m_30P_-10V_5H.jpg,-4.271,-30.590,0.505,0.499,0.503,0.500,1
0046,0046_2m_30P_0V_-10H.jpg,-4.532,-30.808,0.502,0.500,0.501,0.500,1
0046,0046_2m_30P_0V_-15H.jpg,-4.754,-31.232,0.504,0.500,0.501,0.500,0
0046,0046_2m_30P_0V_-5H.jpg,-5.558,-29.505,0.504,0.499,0.502,0.501,1
0046,0046_2m_30P_0V_0H.jpg,-3.406,-33.138,0.506,0.499,0.501,0.501,1
0046,0046_2m_30P_0V_10H.jpg,-4.175,-29.341,0.505,0.498,0.502,0.499,1
0046,0046_2m_30P_0V_15H.jpg,-4.664,-29.956,0.506,0.497,0.503,0.499,0
0046,0046_2m_30P_0V_5H.jpg,-4.019,-29.847,0.505,0.498,0.502,0.499,1
0046,0046_2m_30P_10V_-10H.jpg,-4.820,-30.555,0.504,0.499,0.501,0.499,1
0046,0046_2m_30P_10V_-15H.jpg,-4.543,-33.083,0.505,0.500,0.500,0.499,0
0046,0046_2m_30P_10V_-5H.jpg,-4.201,-29.931,0.505,0.498,0.502,0.500,1
0046,0046_2m_30P_10V_0H.jpg,-2.928,-32.169,0.505,0.498,0.502,0.499,1
0046,0046_2m_30P_10V_10H.jpg,-3.135,-30.941,0.506,0.496,0.503,0.498,1
0046,0046_2m_30P_10V_15H.jpg,-2.765,-30.869,0.506,0.496,0.503,0.500,0
0046,0046_2m_30P_10V_5H.jpg,-2.811,-31.201,0.504,0.497,0.503,0.500,1
0047,0047_2m_-15P_-10V_-10H.jpg,-3.552,16.787,0.500,0.499,0.499,0.498,1
0047,0047_2m_-15P_-10V_-15H.jpg,-3.514,18.236,0.500,0.499,0.499,0.498,0
0047,0047_2m_-15P_-10V_-5H.jpg,-3.646,16.953,0.500,0.499,0.500,0.499,1
0047,0047_2m_-15P_-10V_0H.jpg,-3.303,15.543,0.500,0.499,0.500,0.499,1
0047,0047_2m_-15P_-10V_10H.jpg,-3.425,15.749,0.499,0.499,0.499,0.498,1
0047,0047_2m_-15P_-10V_15H.jpg,-3.912,14.760,0.499,0.500,0.499,0.499,0
0047,0047_2m_-15P_-10V_5H.jpg,-3.216,15.607,0.499,0.499,0.499,0.499,1
0047,0047_2m_-15P_0V_-10H.jpg,-3.490,17.243,0.499,0.499,0.500,0.498,1
0047,0047_2m_-15P_0V_-15H.jpg,-3.737,17.962,0.499,0.499,0.500,0.498,0
0047,0047_2m_-15P_0V_-5H.jpg,-3.202,18.032,0.499,0.499,0.500,0.498,1
0047,0047_2m_-15P_0V_0H.jpg,-2.500,21.101,0.498,0.499,0.500,0.498,1
0047,0047_2m_-15P_0V_10H.jpg,-2.937,16.433,0.499,0.500,0.499,0.498,1
0047,0047_2m_-15P_0V_15H.jpg,-3.525,15.212,0.500,0.501,0.499,0.498,0
0047,0047_2m_-15P_0V_5H.jpg,-3.236,17.241,0.499,0.499,0.499,0.498,1
0047,0047_2m_-15P_10V_-10H.jpg,-2.947,20.682,0.499,0.499,0.499,0.498,1
0047,0047_2m_-15P_10V_-15H.jpg,-3.029,22.439,0.500,0.499,0.499,0.497,0
0047,0047_2m_-15P_10V_-5H.jpg,-3.333,19.163,0.499,0.498,0.500,0.497,1
0047,0047_2m_-15P_10V_0H.jpg,-2.586,22.715,0.498,0.500,0.499,0.497,1
0047,0047_2m_-15P_10V_10H.jpg,-2.528,20.859,0.498,0.500,0.499,0.497,1
0047,0047_2m_-15P_10V_15H.jpg,-2.563,22.163,0.499,0.501,0.499,0.497,0
0047,0047_2m_-15P_10V_5H.jpg,-2.762,21.620,0.498,0.500,0.499,0.497,1
0047,0047_2m_-30P_-10V_-10H.jpg,179.801,36.021,0.499,0.502,0.498,0.499,1
0047,0047_2m_-30P_-10V_-15H.jpg,-2.326,30.046,0.498,0.501,0.499,0.499,0
0047,0047_2m_-30P_-10V_-5H.jpg,-2.839,31.905,0.500,0.502,0.499,0.499,1
0047,0047_2m_-30P_-10V_0H.jpg,-178.734,35.074,0.501,0.502,0.498,0.499,1
0047,0047_2m_-30P_-10V_10H.jpg,-178.514,34.442,0.501,0.504,0.499,0.499,1
0047,0047_2m_-30P_-10V_15H.jpg,-178.560,37.058,0.500,0.502,0.500,0.499,0
0047,0047_2m_-30P_-10V_5H.jpg,-2.106,32.488,0.501,0.503,0.498,0.499,1
0047,0047_2m_-30P_0V_-10H.jpg,-178.983,34.219,0.499,0.501,0.500,0.499,1
0047,0047_2m_-30P_0V_-15H.jpg,-179.183,34.643,0.498,0.501,0.498,0.498,0
0047,0047_2m_-30P_0V_-5H.jpg,-178.438,33.887,0.499,0.502,0.499,0.498,1
0047,0047_2m_-30P_0V_0H.jpg,-2.461,29.494,0.499,0.501,0.499,0.498,1
0047,0047_2m_-30P_0V_10H.jpg,-178.532,35.426,0.500,0.503,0.499,0.498,1
0047,0047_2m_-30P_0V_15H.jpg,-178.134,38.081,0.499,0.503,0.501,0.498,0
0047,0047_2m_-30P_0V_5H.jpg,-178.386,32.834,0.500,0.502,0.498,0.498,1
0047,0047_2m_-30P_10V_-10H.jpg,-0.606,31.315,0.498,0.501,0.499,0.498,1
0047,0047_2m_-30P_10V_-15H.jpg,-1.462,30.930,0.498,0.501,0.499,0.498,0
0047,0047_2m_-30P_10V_-5H.jpg,-177.468,33.489,0.498,0.502,0.498,0.498,1
0047,0047_2m_-30P_10V_0H.jpg,-0.181,31.040,0.499,0.501,0.498,0.498,1
0047,0047_2m_-30P_10V_10H.jpg,-176.259,33.745,0.499,0.501,0.499,0.498,1
0047,0047_2m_-30P_10V_15H.jpg,-175.776,33.206,0.500,0.503,0.499,0.498,0
0047,0047_2m_-30P_10V_5H.jpg,-177.108,33.350,0.500,0.501,0.498,0.497,1
0047,0047_2m_0P_-10V_-10H.jpg,-4.067,3.732,0.501,0.499,0.500,0.497,1
0047,0047_2m_0P_-10V_-15H.jpg,-4.145,2.483,0.501,0.500,0.499,0.496,0
0047,0047_2m_0P_-10V_-5H.jpg,-3.916,3.686,0.501,0.499,0.500,0.497,1
0047,0047_2m_0P_-10V_0H.jpg,-3.709,1.453,0.501,0.498,0.500,0.497,1
0047,0047_2m_0P_-10V_10H.jpg,-3.371,2.016,0.501,0.499,0.500,0.498,1
0047,0047_2m_0P_-10V_15H.jpg,-3.545,1.192,0.501,0.498,0.500,0.498,0
0047,0047_2m_0P_-10V_5H.jpg,-3.628,0.991,0.501,0.498,0.500,0.498,1
0047,0047_2m_0P_0V_-10H.jpg,-4.393,3.498,0.501,0.499,0.500,0.496,1
0047,0047_2m_0P_0V_-15H.jpg,-4.680,0.458,0.501,0.500,0.499,0.496,0
0047,0047_2m_0P_0V_-5H.jpg,-4.192,2.358,0.501,0.498,0.500,0.497,1
0047,0047_2m_0P_0V_0H.jpg,-4.388,3.094,0.501,0.499,0.501,0.497,1
0047,0047_2m_0P_0V_10H.jpg,-4.106,-0.014,0.501,0.499,0.501,0.498,1
0047,0047_2m_0P_0V_15H.jpg,-4.547,0.412,0.502,0.498,0.500,0.497,0
0047,0047_2m_0P_0V_5H.jpg,-4.215,1.335,0.501,0.498,0.501,0.498,1
0047,0047_2m_0P_10V_-10H.jpg,-4.500,2.195,0.501,0.499,0.499,0.496,1
0047,0047_2m_0P_10V_-15H.jpg,-4.785,3.055,0.501,0.499,0.499,0.495,0
0047,0047_2m_0P_10V_-5H.jpg,-4.426,2.952,0.500,0.499,0.500,0.497,1
0047,0047_2m_0P_10V_0H.jpg,-3.538,2.989,0.501,0.498,0.500,0.497,1
0047,0047_2m_0P_10V_10H.jpg,-3.893,1.053,0.501,0.498,0.501,0.498,1
0047,0047_2m_0P_10V_15H.jpg,-3.815,-0.507,0.501,0.498,0.500,0.498,0
0047,0047_2m_0P_10V_5H.jpg,-3.575,1.875,0.501,0.498,0.501,0.497,1
0047,0047_2m_15P_-10V_-10H.jpg,-4.494,-12.116,0.501,0.501,0.500,0.498,1
0047,0047_2m_15P_-10V_-15H.jpg,-4.420,-11.543,0.501,0.501,0.500,0.498,0
0047,0047_2m_15P_-10V_-5H.jpg,-3.912,-11.752,0.501,0.500,0.501,0.499,1
0047,0047_2m_15P_-10V_0H.jpg,-3.688,-12.001,0.501,0.499,0.501,0.497,1
0047,0047_2m_15P_-10V_10H.jpg,-3.302,-13.950,0.503,0.499,0.502,0.499,1
0047,0047_2m_15P_-10V_15H.jpg,-3.112,-12.612,0.502,0.498,0.501,0.499,0
0047,0047_2m_15P_-10V_5H.jpg,-3.543,-12.968,0.502,0.499,0.501,0.498,1
0047,0047_2m_15P_0V_-10H.jpg,-4.405,-10.914,0.501,0.500,0.500,0.498,1
0047,0047_2m_15P_0V_-15H.jpg,-4.831,-12.390,0.501,0.500,0.500,0.498,0
0047,0047_2m_15P_0V_-5H.jpg,-4.436,-10.930,0.502,0.500,0.501,0.497,1
0047,0047_2m_15P_0V_0H.jpg,-6.512,-17.989,0.502,0.499,0.502,0.499,1
0047,0047_2m_15P_0V_10H.jpg,-3.564,-15.570,0.502,0.498,0.501,0.497,1
0047,0047_2m_15P_0V_15H.jpg,-3.706,-17.693,0.502,0.498,0.502,0.498,0
0047,0047_2m_15P_0V_5H.jpg,-3.986,-14.704,0.501,0.499,0.502,0.498,1
0047,0047_2m_15P_10V_-10H.jpg,-5.306,-17.993,0.501,0.499,0.501,0.499,1
0047,0047_2m_15P_10V_-15H.jpg,-5.673,-16.499,0.501,0.499,0.502,0.498,0
0047,0047_2m_15P_10V_-5H.jpg,-4.402,-15.580,0.501,0.499,0.502,0.498,1
0047,0047_2m_15P_10V_0H.jpg,-4.712,-14.725,0.502,0.499,0.502,0.498,1
0047,0047_2m_15P_10V_10H.jpg,-4.818,-16.593,0.502,0.498,0.502,0.498,1
0047,0047_2m_15P_10V_15H.jpg,-4.787,-18.083,0.502,0.498,0.502,0.498,0
0047,0047_2m_15P_10V_5H.jpg,-4.625,-17.031,0.502,0.499,0.502,0.497,1
0047,0047_2m_30P_-10V_-10H.jpg,-5.815,-30.347,0.501,0.499,0.500,0.499,1
0047,0047_2m_30P_-10V_-15H.jpg,-5.667,-28.627,0.501,0.499,0.500,0.498,0
0047,0047_2m_30P_-10V_-5H.jpg,-6.027,-28.924,0.501,0.500,0.499,0.498,1
0047,0047_2m_30P_-10V_0H.jpg,-5.711,-27.271,0.501,0.501,0.500,0.500,1
0047,0047_2m_30P_-10V_10H.jpg,-5.359,-28.640,0.501,0.501,0.501,0.499,1
0047,0047_2m_30P_-10V_15H.jpg,-4.920,-27.601,0.501,0.501,0.500,0.500,0
0047,0047_2m_30P_-10V_5H.jpg,-5.181,-29.098,0.501,0.501,0.500,0.501,1
0047,0047_2m_30P_0V_-10H.jpg,-5.448,-28.019,0.501,0.499,0.500,0.499,1
